Topic,Count,Name,CustomName,Representation,OpenAI,Representative_Docs
55,1114,55_antisemitismus_antisemitische_antisemitischer_antisemitisch,Kampf gegen Antisemitismus,"['antisemitismus', 'antisemitische', 'antisemitischer', 'antisemitisch', 'antisemitischen', 'judenhass', 'jüdische', 'jüdisches', 'jüdischen', 'jüdinnen']",['Antisemitismus und jüdisches Leben'],"['Sehr geehrte Frau Präsidentin! Sehr geehrte Kolleginnen und Kollegen! Antisemitismus, also Hass auf Jüdinnen und Juden, eben weil sie Jüdinnen und Juden sind, ist menschenverachtend und hierzulande obendrein verfassungsfeindlich. Die Linke lehnt Antisemitismus ab, egal in welchem Gewand und aus welcher Richtung er daherkommt.', 'Durch den Antisemitismus der Islamisten und der Rechtsextremen sind Jüdinnen und Juden gleichermaßen bedroht. Wir stehen an der Seite unserer jüdischen Freundinnen und Freunde, unserer Nachbarinnen und Nachbarn. Es ist unsere Pflicht, jüdisches Leben in Deutschland zu schützen und Antisemitismus in jeder Ausprägung zu bekämpfen.', 'Sehr geehrte Damen und Herren, der Kampf gegen Antisemitismus ist zu wichtig, zu dringlich, zu zentral, um ihn parteipolitisch zu instrumentalisieren oder mit wirkungslosen Scheinlösungen zu hantieren. Wir verkürzen und relativieren die Herausforderungen durch den Antisemitismus, wenn wir ihn auf einen importierten Antisemitismus reduzieren. Wir haben reichlich hausgemachten Antisemitismus in Deutschland\xa0– einen Antisemitismus, den es in Deutschland immer gab, einen Antisemitismus, der unterstellt, Jüdinnen und Juden würden die Shoah zu ihrem Vorteil instrumentalisieren, einen Antisemitismus, der einen Schlussstrich unter die Auseinandersetzung mit deutschen Verbrechen fordert.']"
56,1109,56_unternehmensteuerreform_unternehmensteuerrechts_steuerpolitik_steuergerechtigkeit,Unternehmensteuerreform und Steuerwettbewerb,"['unternehmensteuerreform', 'unternehmensteuerrechts', 'steuerpolitik', 'steuergerechtigkeit', 'steuerreform', 'steuerrecht', 'unternehmensbesteuerung', 'körperschaftsteuer', 'steuer', 'steuern']",['Unternehmenssteuerreform und Steuergerechtigkeit'],"['Während Kapitalgesellschaften für thesaurierte Gewinne\xa0– die sind ja bei Kapitalgesellschaften immer thesauriert, wenn sie nicht entnommen werden\xa0– 32\xa0Prozent Ertragsteuer zahlen, also Körperschaftsteuer, Solidaritätszuschlag und Gewerbesteuer\xa0–, werden Gewinne bei Personengesellschaften mit bis zu 47\xa0Prozent besteuert.', 'Worum geht es eigentlich in der Diskussion? Herr Brehm hat darauf hingewiesen: Es geht um Steuern. Konkret geht es um die Gewerbesteuer. Noch präziser: Es geht um Gleichbehandlung bei der Veranlagung zu dieser Steuer. Ich will daran erinnern, wie das eigentlich zum damaligen Zeitpunkt war: 2008 haben SPD und Union eine sehr große Steuerreform für Unternehmen durchgeführt. Wir haben die Körperschaftsteuer von 25\xa0Prozent auf 15\xa0Prozent gesenkt. Wir haben die Gewerbesteuermesszahl von 5\xa0Prozent auf 3,5\xa0Prozent abgesenkt. Dadurch haben wir die Unternehmen in Deutschland um rund 5\xa0Milliarden Euro pro Jahr entlastet.', 'Konzerne drücken Steuern auf fast null. Aber jede Krankenschwester, jeder Bäcker muss hier Steuern zahlen, oft 30\xa0Prozent. Ob Apple, Nike oder Google, sie verschieben Gewinne über künstliche Zinsen oder Lizenzgebühren in Briefkästen. Die Steueroasen sind mitten in Europa: die Niederlande, Irland oder Malta, wo kritische Journalisten sterben. Insofern ist die schwarze Liste der EU ein Witz. Interessant ist nicht, wer draufsteht, sondern wer nicht:']"
57,1105,57_kinderrechte_kinderrechten_familienpolitik_kinderrechtskonvention,Kinderrechte und Familienpolitik,"['kinderrechte', 'kinderrechten', 'familienpolitik', 'kinderrechtskonvention', 'kinderschutz', 'grundgesetz', 'familien', 'rechte', 'kindeswohl', 'kindern']",['Kinderrechte und Familienpolitik'],"['Liebe Kolleginnen, liebe Kollegen, nun sagen ja einige: Die Aufnahme der Kinderrechte ins Grundgesetz würde den Kindern gar nichts bringen.\xa0– Ich halte das für falsch. Wir alle wissen auch, dass eine Grundgesetzänderung, die Aufnahme der Rechte der Kinder ins Grundgesetz, keinen Automatismus auslöst im Sinne von: wenn A, dann B. Aber die Aufnahme der Kinderrechte ins Grundgesetz ermöglicht ganz konkrete Fortschritte und ganz konkrete Änderungen. Ich will sagen: Mit starken Rechten im Grundgesetz würden wir den Staat beispielsweise endlich dazu verpflichten, auf allen Ebenen konsequent gegen Kinderarmut vorzugehen.', 'Genauso ist es, Herr Präsident; vielen Dank.\xa0– Frau Ministerin, eine kurze Nachfrage muss ich dann doch noch einmal zu dem Themenkomplex „Kinderrechte ins Grundgesetz“ stellen. Sie haben gesagt, Sie wollen jetzt Kinderrechte\xa0– das ist auch das geflügelte Wort\xa0– im Grundgesetz verankern. Sind Sie denn tatsächlich der Meinung, dass keinerlei Kinderrechte bereits im Grundgesetz verankert seien?', 'Wer in unserem Land etwas für Kinder und Kinderrechte tun will, muss Familien stärken und unterstützen, weil das den Rahmen bildet, in dem Kinderrechte dann tatsächlich abgebildet werden können.']"
58,1090,58_musterfeststellungsklage_verbraucherschutz_klagebefugnis_verbandsklage,Musterfeststellungsklage und Verbraucherschutz,"['musterfeststellungsklage', 'verbraucherschutz', 'klagebefugnis', 'verbandsklage', 'bundeskartellamt', 'klage', 'klagen', 'verbraucherzentrale', 'kartellamt', 'wettbewerbsrecht']",['Musterfeststellungsklage und Verbraucherschutz'],"['Was machen die Grünen? Sie befassen sich nicht im Detail mit dem Instrument und werben auch nicht dafür, dass noch mehr Verbraucherinnen und Verbraucher auf diesem Weg zu ihrem Recht kommen.\xa0– Durch dieses Instrument wird es zu mehr Klagen kommen, und zwar auch in den Bereichen, für die wir das Gesetz originär gedacht haben. Ich betone es noch mal: Das ist hier keine Lex\xa0VW, vielmehr geht es uns gerade darum, dass die Verbraucherinnen und Verbraucher nicht daran gehindert werden, aufwendige\xa0– auch zeitaufwendige\xa0– Verfahren zu führen. Sie wissen vielleicht auch gar nicht, dass sie Rechtsansprüche haben. Wir sagen: Das können Verbände besser identifizieren, am Beispiel vzbv sieht man das ja ganz deutlich. Wenn an einer Stelle vermehrt Probleme auftreten, dann kann ein Verband das Instrument nutzen und sagen: Wir reichen eine Klage ein, öffnen das Klageregister, machen die Verbraucherinnen und Verbraucher darauf aufmerksam, dass sie hier Rechte haben, und ermöglichen es ihnen, ihre Rechtsansprüche durchzusetzen.', 'Herr Präsident! Meine sehr verehrten Damen und Herren! Mit der Musterfeststellungsklage erleichtern wir die Rechtsdurchsetzung für Verbraucher.', 'Mit der „Eine-für-alle-Klage“ können Verbraucherinnen und Verbraucher in Zukunft gemeinsam kostengünstig und ohne großes Risiko ihr Recht gegenüber Unternehmen geltend machen. Was wir mit der Musterfeststellungsklage schaffen, ist ein wirksames Instrument für die Verbraucherinnen und Verbraucher, für die es sich unter anderen Umständen eben nicht lohnen würde, gegen Unternehmen zu klagen, oder die sich eine teure Rechtsschutzversicherung nicht leisten können. Aber Recht und Gesetz dürfen in unserem Land nicht vom Geldbeutel abhängig sein.']"
59,1071,59_china_chinas_chinesen_chinesische,China-Strategie und Partnerschaft,"['china', 'chinas', 'chinesen', 'chinesische', 'chinesischen', 'xinjiang', 'taiwan', 'hongkong', 'handelspartner', 'bundesregierung']",['China-Strategie und Partnerschaft'],"['Ich fange mit dem ersten Punkt an: Ja, wir wollen China als Partner haben. China ist eine Realität, an der keiner vorbeikommt. Darum wollen wir diese Partnerschaft haben und pflegen. Zum Beispiel im Bereich des Klimaschutzes ist sie unverzichtbar. China hat einen steigenden CO2-Ausstoß. Sein Anteil ist inzwischen bei 27\xa0Prozent der globalen CO2-Emissionen angekommen. Wenn wir den Klimawandel bekämpfen wollen, geht das nicht ohne China, schon gar nicht gegen China. Vielmehr brauchen wir China als Partner an dieser Stelle.', 'Es gibt diese Repressalien, diese Unterdrückung der Menschen im Inland, und es gibt, damit gepaart\xa0– das erleben wir nicht nur in China, sondern in\r\n                    vielen anderen Ländern auf der Welt\xa0–, auch eine Aggressivität nach außen. Das war bei China lange anders, aber das ist mittlerweile leider auch dort der Fall.\r\n                    Deswegen ist es richtig, dass wir die China-Politik gemeinsam neu justieren, dass es eine entsprechende China-Strategie gibt. Ob da etwas durchgestochen wird\r\n                    oder nicht, am Ende\xa0– da seien Sie mal sicher\xa0– wird es eine gemeinsame China-Strategie dieser Bundesregierung geben. Ich glaube, das ist heute in der Debatte\r\n                    deutlich geworden.', 'im Umgang mit China erweisen. China wird im 21.\xa0Jahrhundert Partner,']"
60,1063,60_demokratien_demokratie_demokratinnen_demokratische,Verteidigung der Demokratie,"['demokratien', 'demokratie', 'demokratinnen', 'demokratische', 'demokratischen', 'demokratisch', 'diktatur', 'demokraten', 'rechtsstaat', 'verfassung']",['Verteidigung der Demokratie'],"['„Demokratie und Streit gehören zusammen. Eine Demokratie, in der nicht gestritten wird, ist keine Demokratie.“', 'denn unsere Demokratie ist in Gefahr. Wir werden diese Demokratie gegen alle verteidigen, die sie angreifen\xa0– auch gegen Sie.', 'Aber Sie, die jeden Tag dem Herrn oder wem auch immer danken können, dass Sie dank der Demokratie hier sitzen können und dank der Demokratie und der Redefreiheit hier Rassistisches, Demokratiefeindliches verbreiten können, werden uns nicht belehren, was Demokratie ist. Nein, wir werden in der Demokratie nicht die Abschaffung der Demokratie, die Sie betreiben, befördern. Ohne uns!']"
61,1039,61_grünenantrag_grüne_grünen_grüner,Grüne Anträge und Positionen,"['grünenantrag', 'grüne', 'grünen', 'grüner', 'grün', 'zustimmen', 'anträge', 'schon', 'bündnis', 'antrag']",['Bündnis 90/Die Grünen Anträge'],"['Kommen wir mal zum Antrag der Grünen.', '– Dass das die Grünen nicht interessiert, weiß ich.', 'Zum Glück aber haben wir die Grünen:']"
62,990,62_iran_iranische_iranischen_irans,Iran-Politik und Menschenrechte,"['iran', 'iranische', 'iranischen', 'irans', 'iranerinnen', 'iraner', 'nuklearabkommen', 'politik', 'menschenrechte', 'atomabkommen']",['Iran-Politik und Menschenrechte'],"['Ich würde mich sehr freuen, wenn wir in den Ausschussberatungen dazu kämen, gemeinsame Formulierungen zu finden\xa0– wir sind dazu bereit\xa0–; denn Menschenrechte sind nicht teilbar, auch nicht im Iran. Die Menschen im Iran haben Freiheit verdient; sie haben unsere Aufmerksamkeit verdient. Unsere Aufmerksamkeit haben aber auch diejenigen verdient, die nicht mehr da sind: Pouya Bakhtiari, Neda Agha-Soltan, Navid Afkari, Sattar Beheshti, Sohrab Arabi und all die Hunderttausende von Menschen, die leiden, und die Zehntausende, die unrechtmäßig hingerichtet worden sind. Auch die Menschen im Iran verdienen Freiheit. Azaadi baraye mardome Iran!', 'Wir bringen heute einen Antrag zur Situation der Frauen im Iran ein, weil wir der festen Überzeugung sind, dass Deutschland mehr tun kann. Die Lage im\r\n                    Iran wird jeden Tag schlimmer seit dem Tod von Mahsa Amini vor fast einem Monat, am 16.\xa0September. Es sind mittlerweile fast 200 getötete Protestierende,\r\n                    Tausende wurden verletzt und inhaftiert. Sie alle sind auf die Straßen des Iran gegangen, ob in Teheran, Isfahan oder Ghom, um für ihre Freiheit und ihre\r\n                    Menschenwürde zu kämpfen. Ich bin mir ganz sicher, dass wir alle hier fest an der Seite der Frauen im Iran stehen.', 'Liebe Kolleginnen und Kollegen, es ist allerhöchste Zeit, dass wir unsere Iranpolitik überdenken. Wir hatten dazu unlängst eine nachdenkliche Aktuelle Stunde. Wir wissen, dass der Iran Israel zerstören will, und wir wissen, dass der Iran die Hamas aktiv unterstützt. Wir müssen aufhören, Wissen und Technologie an den Iran zu exportieren; denn die Ingenieure hinter den Hamasbomben haben ihr Know-how aus dem Iran.']"
63,986,63_katastrophenschutz_katastrophenhilfe_feuerwehren_zivilschutz,Bevölkerungsschutz und Katastrophenhilfe,"['katastrophenschutz', 'katastrophenhilfe', 'feuerwehren', 'zivilschutz', 'feuerwehr', 'einsatzkräfte', 'hilfsorganisationen', 'bevölkerungsschutz', 'flutkatastrophe', 'hilfswerk']",['Bevölkerungsschutz und Katastrophenhilfe'],"['Vor allem aber, meine sehr geehrten Damen und Herren, unterstützen wir das THW. Hier haben wir in den letzten sechs Jahren sehr viel investiert. Ich meine, aus einer Behörde und Organisation der Mangelverwaltung haben wir eine Bewegung des Aufbruchs gemacht: moderner Fuhrpark statt Oldtimersammlung, neue Liegenschaften statt Baracken, Befreiung der Ehrenamtlichen von lästigen Arbeiten. Hier knüpfen wir an. Beim THW hat sich vieles zum Besseren gewendet. Wir bauen darauf, dass wir neue Helferinnen und Helfer, auch junge Leute, für das THW begeistern können. Das ist ein Schatz in unserer Gesellschaft, und da brauchen wir gute Rahmenbedingungen für unsere Einsatzkräfte.', '104\xa0Millionen Euro haben wir in der Ampel zusätzlich für BBK und THW mobilisiert. Das THW beispielsweise profitiert davon enorm. Die SB-Mittel bleiben\r\n                    auf Rekordniveau: plus 12,5\xa0Millionen Euro. Die Aus- und Fortbildung wird deutlich gestärkt, auch die THW-Jugend. Ich glaube, das ist das richtige Signal an die\r\n                    Familie des THW. An dieser Stelle möchte ich einmal allen Einsatzkräften, egal ob haupt- oder ehrenamtlich, ganz herzlich danken.', 'Es ist nicht Selbstzweck, unsere Bevölkerung zu schützen. Es ist nicht Selbstzweck, im Katastrophenfall zu helfen. Deswegen kann es nicht sein, dass wir hier in diesem Maße kürzen: 30\xa0Prozent beim THW, 40\xa0Prozent beim Bundesamt für Bevölkerungsschutz und Katastrophenhilfe.']"
64,980,64_bafög_studienfinanzierung_studium_studierende,BAföG-Reform und Studienfinanzierung,"['bafög', 'studienfinanzierung', 'studium', 'studierende', 'studieren', 'studierenden', 'studenten', 'bildung', 'ausbildung', 'freibeträge']",['BAföG-Reform und Studienfinanzierung'],"['Erstens. Wir werden das BAföG massiv ausweiten. Ab dem 1.\xa0August werden wesentlich mehr Menschen einen Anspruch auf BAföG haben, einen Antrag stellen und dann auch BAföG bekommen können.', 'Dabei steht das BAföG wie keine andere Maßnahme für das Versprechen, dass Aufstieg durch Bildung möglich ist. Es hat für den Studienerfolg vieler Menschen gesorgt, die ohne BAföG gar kein Studium angefangen hätten. Doch das BAföG ist in die Jahre gekommen. Es ist zu bürokratisch, zu aufwendig und zu ungerecht. Statt Erfolgsgeschichten schreibt das BAföG immer mehr Aussagen wie folgende: „Ich muss bei meinen Eltern wohnen. Ich kann es mir nicht leisten, an einen anderen Studienort zu ziehen.“ „Meine Eltern verdienen zu viel für BAföG, sie sind aber nicht bereit, mein Studium zu bezahlen.“ Und: „Ich habe Angst, dass ich meine BAföG-Schulden nicht zurückzahlen kann.“', 'das BAföG vorübergehend für einen Personenkreis zu öffnen, der normalerweise vom BAföG-Bezug ausgeschlossen ist.']"
65,977,65_vorratsdatenspeicherung_strafverfolgung_cybersicherheit_speicherung,IP-Adressen-Speicherung und Strafverfolgung,"['vorratsdatenspeicherung', 'strafverfolgung', 'cybersicherheit', 'speicherung', 'ip', 'gespeichert', 'verschlüsselung', 'sicherheitslücken', 'speichern', 'internet']",['IP-Adressen-Speicherung und Strafverfolgung'],"['Erstens. Ein Großteil der IP-Adressen sind mittlerweile dynamische IP-Adressen, die von Providern mehrfach vergeben werden und nur in Verbindung mit weiteren Daten wie Portnummern und Zeitstempeln einem konkreten Nutzer zugeordnet werden können. Deren Vorratsspeicherung bedeutet aber logischerweise eine höhere Eingriffsintensität in die Freiheitsrechte als eine reine IP-Adressen-Speicherung und ist aktuell höchstrichterlich noch nicht geklärt.', 'Er beinhaltete aus guten Gründen eine IP-Adressen-Speicherung,', 'Der Punkt ist leider: Mit der Speicherung von IP-Adressen erreichen wir das nicht.']"
66,944,66_inflation_inflationsrate_preissteigerung_preissteigerungen,Inflationsbekämpfung und Wirtschaftspolitik,"['inflation', 'inflationsrate', 'preissteigerung', 'preissteigerungen', 'energiepreise', 'prozent', 'teurer', 'politik', 'ursachen', 'euro']",['Inflationsbekämpfung und Wirtschaftspolitik'],"['Nichtsdestotrotz müssen wir auf diese Politik reagieren. Eine deutsche Reaktion auf den Inflation Reduction Act muss Teil einer europäischen Lösung sein. Das, was Sie heute hier als mögliche Antwort präsentieren, wird der Dimension des Inflation Reduction Act nicht gerecht. Durch den Inflation Reduction Act droht privates Kapital, drohen private Investitionen in die USA abzufließen. Diese finanzpolitische Komponente fehlt in Ihrem Antrag leider vollständig.', 'Wir haben in Deutschland derzeit eine offizielle Inflationsrate von 5,2\xa0Prozent. Was bedeutet das? Alles wird teurer, richtig. Aber auch das gesparte Geld wird abgewertet, die Altersvorsorgebeträge, alles verliert an Wert\xa0– 5,2\xa0Prozent in diesem Jahr. Wenn jemand beispielsweise 20\u202f000\xa0Euro auf der Bank hat, dann sind diese 20\u202f000\xa0Euro im Laufe eines Jahres durch die Inflation 1\u202f000\xa0Euro weniger wert. Das sind die realen Auswirkungen der Inflation. Reiche haben mit der Inflation kein Problem. Sie haben in Immobilien und Aktien investiert, die mit der Inflation mitwachsen. Unternehmen haben mit der Inflation kein Problem, weil sie höhere Erzeugerkosten einfach an die Konsumenten weiterreichen. Staaten haben mit der Inflation auch kein Problem. Sie finden Inflation sogar eine gute Sache. Schließlich verschwinden gleichzeitig mit den Ersparnissen der eigenen Bürger auch die eigenen Schulden.', 'und die erhöhten Industriepreise schlagen durch auf Inflation und auf alles andere.']"
